ROW_ID,ITEMID,VPICU VARIABLE,LABEL,CATEGORY,UNITNAME,ABBREVIATION,DBSOURCE,LINKSTO,PARAM_TYPE,CONCEPTID,Msmts / hour,Total msmts,Patients with >1 msmt,% patients 100% missing,Mean,Stddev
3894,2959,2959,,Solumedrolmg/kg/hr,,,,carevue,chartevents,,,,,,,,
14375,225943,225943,,Solution,Fluids/Intake,mL,Solution,metavision,inputevents_mv,Solution,,,,,,,
14383,225953,225953,,Solution (Peritoneal Dialysis),Dialysis,,Solution (PD),metavision,,Text,,,,,,,
2795,3625,3625,,Source,,,,carevue,chartevents,,,,,,,,
10553,40752,40752,,sp aspirate,,,,carevue,inputevents_cv,,,,,,,,
10033,45745,45745,,Sp Care 26 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12229,45746,45746,,Sp Care 26 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12218,45717,45717,,Sp Care 28 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3530,2402,2402,,sp tidal volumes,,,,carevue,chartevents,,,,,,,,
10151,45900,45900,,sp. care 26 cal ng,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11671,45901,45901,,sp.care 26 cal po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
600,647,647,,Spare Trach Present,,,,carevue,chartevents,,,,,,,,
10058,45783,45783,,SPC28,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9900,45566,45566,,Special Care 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9985,45677,45677,,Special Care 26 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10161,45915,45915,,special care 26 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11676,45916,45916,,Special Care 26 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9882,45539,45539,,Special Care 28,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10181,45945,45945,,Special Care 28 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10162,45917,45917,,Special Care 28 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
13738,225122,225122,,Special diet,Adm History/FHPA,,Special diet,metavision,chartevents,Checkbox,,,,,,,
11677,45919,45919,,SpecialCare 26 Fe NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11680,45929,45929,,SpecialCare 28 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11692,45963,45963,,SpecialCare 30 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10192,45962,45962,,SpecialCare26 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11683,45938,45938,,SpecialCare28 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14832,227471,227471,,Specific Gravity (urine),Labs,None,Specific Gravity (urine),metavision,chartevents,Numeric with tag,,,,,,,
12829,223902,223902,,Speech,Neurological,,Speech,metavision,,Text,,,,,,,
15540,228414,228414,,Speech,Neurological,,Speech,metavision,,Text,,,,,,,
601,648,648,,Speech,,,,carevue,chartevents,,,,,,,,
3057,1606,1606,,spinal precautions,,,,carevue,chartevents,,,,,,,,
4573,7241,7241,,spinal pse.,,,,carevue,chartevents,,,,,,,,
2489,6082,6082,,Spinal Scan,,,,carevue,chartevents,,,,,,,,
13040,224025,224025,,Spiritual Support,Restraint/Support Systems,,Spiritual Support,metavision,,Text,,,,,,,
602,649,649,,Spiritual Support,,,,carevue,chartevents,,,,,,,,
2054,5962,5962,,Spironolactone,,,,carevue,chartevents,,,,,,,,
4121,6296,6296,,spironolactone,,,,carevue,chartevents,,,,,,,,
1606,4712,4712,,SPIT,,,,carevue,chartevents,,,,,,,,
7156,43172,43172,,spit,,,,carevue,outputevents,,,,,,,,
7325,43396,43396,,Spit,,,,carevue,outputevents,,,,,,,,
7388,43491,43491,,SPIT,,,,carevue,outputevents,,,,,,,,
7428,43554,43554,,SPITS,Free Form Intake,,,carevue,outputevents,,,,,,,,
2796,3626,3626,,Spits,,,,carevue,chartevents,,,,,,,,
11053,43245,43245,,Spits,,,,carevue,outputevents,,,,,,,,
11082,43323,43323,,spits,,,,carevue,outputevents,,,,,,,,
1485,4483,4483,,Splint,,,,carevue,chartevents,,,,,,,,
2327,7947,7947,,"""Splint off","skin chk""",,,,carevue,chartevents,,,,,,,,
4248,6535,6535,,splints removed,,,,carevue,chartevents,,,,,,,,
3926,3003,3003,,SPNIOT TIDAL VOLUMES,,,,carevue,chartevents,,,,,,,,
603,650,650,,Spon Minute VE L/min,,,,carevue,chartevents,,,,,,,,
605,652,652,,Spon. Vt (L) (Mech.),,,,carevue,chartevents,,,,,,,,
1499,4513,4513,,sponge bath,,,,carevue,chartevents,,,,,,,,
3252,1883,1883,,Spont Minute vols,,,,carevue,chartevents,,,,,,,,
3253,1884,1884,,Spont Resp rate,,,,carevue,chartevents,,,,,,,,
3960,3050,3050,,spont tidal volumes,,,,carevue,chartevents,,,,,,,,
771,3083,3083,,spont Tidal volumes,,,,carevue,chartevents,,,,,,,,
769,3081,3081,,SPONT TV'S,,,,carevue,chartevents,,,,,,,,
3959,3049,3049,,spont Ve,,,,carevue,chartevents,,,,,,,,
13338,224421,224421,,Spont Vt,Respiratory,mL,Spont Vt,metavision,chartevents,Numeric,,,,,,,
3393,2094,2094,,Spont VT,,,,carevue,chartevents,,,,,,,,
3955,3045,3045,,SPONT VT,,,,carevue,chartevents,,,,,,,,
773,3086,3086,,spont Vt's,,,,carevue,chartevents,,,,,,,,
606,653,653,,Spont. Resp. Rate,,,,carevue,chartevents,,,,,,,,
607,654,654,,Spont. Tidal Volume,,,,carevue,chartevents,,,,,,,,
12835,223911,223911,,Spontaneous Movement,Neurological,,Spontaneous Movement,metavision,,Text,,,,,,,
608,655,655,,Spontaneous Movement,,,,carevue,chartevents,,,,,,,,
3642,2566,2566,,Spontaneous VT,,,,carevue,chartevents,,,,,,,,
3927,3004,3004,,spontaneous VT,,,,carevue,chartevents,,,,,,,,
4115,6289,6289,,spontaneous vt,,,,carevue,chartevents,,,,,,,,
12442,80103,80103,,SPOROBOLOMYCES SALMONICOLOR,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12308,70062,70062,,SPUTUM,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
4940,8477,8477,,Sputum [Amount],,,,carevue,chartevents,,,,,,,,
609,656,656,,Sputum [Color],,,,carevue,chartevents,,,,,,,,
13317,224373,224373,,Sputum Amount,Respiratory,,Sputum Amount,metavision,,Text,,,,,,,
13133,224370,224370,,Sputum Color,Respiratory,,Sputum Color,metavision,,Text,,,,,,,
13132,224369,224369,,Sputum Consistency,Respiratory,,Sputum Consistency,metavision,,Text,,,,,,,
4939,8476,8476,,Sputum Consistency,,,,carevue,chartevents,,,,,,,,
13915,225451,225451,,Sputum Culture,6-Cultures,None,Sputum Culture,metavision,procedureevents_mv,Process,,,,,,,
3870,2929,2929,,sputum culture,,,,carevue,chartevents,,,,,,,,
2419,6008,6008,,SPUTUM INDUCTION,,,,carevue,chartevents,,,,,,,,
13316,224372,224372,,Sputum Source,Respiratory,,Sputum Source,metavision,,Text,,,,,,,
610,657,657,,Sputum Source,,,,carevue,chartevents,,,,,,,,
9765,45384,45384,,SSC 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9967,45659,45659,,ssc 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9902,45569,45569,,SSC 26 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9813,45461,45461,,SSC 26 NGT,Free Form Intake,,,carevue,outputevents,,,,,,,,
12188,45579,45579,,SSC 26 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10102,45848,45848,,SSC 26 po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12138,45392,45392,,SSC 28,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9802,45446,45446,,SSC 28 ng,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9988,45680,45680,,SSC 28 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9827,45475,45475,,SSC 28 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12241,45782,45782,,SSC 28NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9775,45399,45399,,SSC 30,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9989,45681,45681,,SSC 30 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9800,45443,45443,,SSC 30 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10018,45721,45721,,SSC 30 pg,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9801,45444,45444,,SSC 30 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12223,45731,45731,,SSC 30 po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9373,46211,46211,,SSC24,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9394,46236,46236,,SSC24 with BP,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10145,45891,45891,,SSC25PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9770,45391,45391,,SSC26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9840,45488,45488,,ssc26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12162,45450,45450,,SSC26 ng,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9842,45490,45490,,ssc26 ng,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10084,45826,45826,,SSC26 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9809,45457,45457,,SSC26 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9805,45451,45451,,SSC26 po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9810,45458,45458,,SSC26 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9843,45491,45491,,ssc26 po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11668,45892,45892,,SSC26PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9811,45459,45459,,SSC28,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12161,45447,45447,,SSC28 ng,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9808,45455,45455,,SSC28 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9812,45460,45460,,SSC28 NGT,Free Form Intake,,,carevue,outputevents,,,,,,,,
10134,45880,45880,,SSC28 po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9899,45564,45564,,SSC28NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9806,45452,45452,,SSC28po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9776,45401,45401,,SSC30,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10117,45863,45863,,Ssc30,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12184,45571,45571,,SSC30 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10049,45770,45770,,SSC30 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12141,45400,45400,,SSC30 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10152,45902,45902,,SSC30NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1987,5891,5891,,SSE,,,,carevue,chartevents,,,,,,,,
3193,1748,1748,,sse's and fleets,,,,carevue,chartevents,,,,,,,,
4345,6725,6725,,SSI HumR #u,,,,carevue,chartevents,,,,,,,,
4389,6820,6820,,SSI HumR #units,,,,carevue,chartevents,,,,,,,,
4374,6790,6790,,SSRI #units,,,,carevue,chartevents,,,,,,,,
9109,44123,44123,,st cath,,,,carevue,inputevents_cv,,,,,,,,
15438,228305,228305,,ST Segment Monitoring On,Alarms,,ST Segment Monitoring On,metavision,chartevents,Checkbox,,,,,,,
8928,43865,43865,,St.H20/Na Acetate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12550,80211,80211,,STACHYBOTRYS SPP.,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12362,80023,80023,,STAPH AUREUS COAG +,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12305,70059,70059,,Staph aureus Screen,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
12363,80024,80024,,STAPHYLOCOCCUS EPIDERMIDIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12501,80162,80162,,STAPHYLOCOCCUS LUGDUNENSIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12594,80255,80255,,"""STAPHYLOCOCCUS SAPROPHYTICUS"," PRESUMPTIVE IDENTIFICATION""",ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12477,80138,80138,,STAPHYLOCOCCUS SPECIES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12494,80155,80155,,"""STAPHYLOCOCCUS"," COAGULASE NEGATIVE""",ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12601,80262,80262,,"""STAPHYLOCOCCUS", COAGULASE NEGATIVE," PRESUMPTIVELY NOT S. SAPROPHYTICUS""",ORGANISM,,,hospital,microbiologyevents,,,,,,,,
11722,46486,46486,,StarterPN D10 w/ Hep,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4666,7470,7470,,Startle Reflex,,,,carevue,chartevents,,,,,,,,
2797,3627,3627,,State,,,,carevue,chartevents,,,,,,,,
2798,3628,3628,,State Screen Sample,,,,carevue,chartevents,,,,,,,,
15152,227954,227954,,Status and Comfort,Restraint/Support Systems,,Status and Comfort,metavision,,Text,,,,,,,
13457,224859,224859,,Status and Comfort (Behavioral),Restraint/Support Systems,,Status and Comfort (Behavioral),metavision,,Text,,,,,,,
12306,70060,70060,,Stem Cell - Blood Culture,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
12426,80087,80087,,STENOTROPHOMONAS (XANTHOMONAS) MALTOPHILIA,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
8049,43031,43031,,steril water,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14282,226164,226164,,Sterile field maintained throughout procedure (A-Line),Arterial Line Insertion,,Sterile field maintained (A-Line),metavision,chartevents,Checkbox,,,,,,,
15108,228024,228024,,Sterile field maintained throughout procedure (A-Line),Arterial Line Insertion,,Sterile field maintained (A-Line),metavision,,Text,,,,,,,
14300,226005,226005,,Sterile field maintained throughout procedure (CVL),CVL Insertion,,Sterile field throughout procedure (CVL),metavision,chartevents,Checkbox,,,,,,,
15117,228034,228034,,Sterile field maintained throughout procedure (CVL),CVL Insertion,,Sterile field throughout procedure (CVL),metavision,,Text,,,,,,,
14281,226162,226162,,Sterile field maintained throughout procedure (PA line),PA Line Insertion,,Sterile field through procedure (PAline),metavision,chartevents,Checkbox,,,,,,,
15309,228116,228116,,Sterile field maintained throughout procedure (PA line),PA Line Insertion,,Sterile field throughout procedure (PALine),metavision,,Text,,,,,,,
14280,226161,226161,,Sterile field maintained throughout procedure (PICC),PICC Line Insertion,,Sterile field throughout procedure (PICC),metavision,chartevents,Checkbox,,,,,,,
15242,228044,228044,,Sterile field maintained throughout procedure (PICC),PICC Line Insertion,,Sterile field throughout procedure (PICC),metavision,,Text,,,,,,,
11975,46133,46133,,sterile H20 via J-T,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5153,30169,30169,,Sterile H20_GU,,,,carevue,inputevents_cv,,,,,,,,
11383,44615,44615,,Sterile H20/Na Acet,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14376,225944,225944,,Sterile Water,Fluids/Intake,mL,Sterile Water,metavision,inputevents_mv,Solution,,,,,,,
5379,30065,30065,,Sterile Water,,,,carevue,inputevents_cv,,,,,,,,
8721,43584,43584,,Sterile Water NG,NG Feeding,,,carevue,inputevents_cv,,,,,,,,
5316,30254,30254,,Sterile Water PO,,,,carevue,inputevents_cv,,,,,,,,
8357,44614,44614,,SterileH20/NaAcetate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12028,46332,46332,,SterileH20NaAcetate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8409,44696,44696,,SterileH2O+NaAcetate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12309,70063,70063,,STERILITY CULTURE,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
3810,2820,2820,,STERNAL DRSG,,,,carevue,chartevents,,,,,,,,
2799,3630,3630,,Stimulation,,,,carevue,chartevents,,,,,,,,
1599,4701,4701,,Stoma,,,,carevue,chartevents,,,,,,,,
2097,5263,5263,,STOMA,,,,carevue,chartevents,,,,,,,,
2132,5394,5394,,stoma,,,,carevue,chartevents,,,,,,,,
4774,7747,7747,,stoma adhesive powd,,,,carevue,chartevents,,,,,,,,
4776,7751,7751,,STOMA BAG CHANGED,,,,carevue,chartevents,,,,,,,,
2348,7992,7992,,Stomahesive Powder,,,,carevue,chartevents,,,,,,,,
14430,226579,226579,,Stool,Output,mL,Stool,metavision,outputevents,Numeric,,,,,,,
12310,70064,70064,,STOOL,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
6227,41670,41670,,stool,,,,carevue,outputevents,,,,,,,,
7158,43174,43174,,Stool .,,,,carevue,outputevents,,,,,,,,
12312,70066,70066,,STOOL (RECEIVED IN TRANSPORT SYSTEM),SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
2801,3632,3632,,Stool [Amount],,,,carevue,chartevents,,,,,,,,
611,659,659,,Stool [Color],,,,carevue,chartevents,,,,,,,,
5005,8535,8535,,Stool [Color],,,,carevue,chartevents,,,,,,,,
4941,8478,8478,,Stool [Consistency],,,,carevue,chartevents,,,,,,,,
11110,43445,43445,,stool cc/kg/hr,,,,carevue,outputevents,,,,,,,,
13315,224794,224794,,Stool Color,GI/GU,,Stool Color,metavision,,Text,,,,,,,
13031,224011,224011,,Stool Consistency,GI/GU,,Stool Consistency,metavision,,Text,,,,,,,
15298,228103,228103,,Stool containment device placed,Output,,Stool containment device placed,metavision,outputevents,Date time,,,,,,,
13994,225814,225814,,Stool Culture,6-Cultures,None,Stool Culture,metavision,procedureevents_mv,Process,,,,,,,
14542,226586,226586,,Stool Estimate,Output,,Stool Estimate,metavision,outputevents,Text,,,,,,,
13033,224013,224013,,Stool Guaiac,GI/GU,,Stool Guaiac,metavision,,Text,,,,,,,
612,660,660,,Stool Guaiac,,,,carevue,chartevents,,,,,,,,
14925,227801,227801,,Stool Guaiac QC,GI/GU,,Stool Guaiac QC,metavision,chartevents,Checkbox,,,,,,,
2800,3631,3631,,Stool Hemoccult,,,,carevue,chartevents,,,,,,,,
13032,224012,224012,,Stool Management,GI/GU,,Stool Management,metavision,,Text,,,,,,,
613,661,661,,Stool Management,,,,carevue,chartevents,,,,,,,,
9218,44266,44266,,Stool out,Free Form Intake,,,carevue,outputevents,,,,,,,,
5595,40388,40388,,Stool Out (non-specific),,,,carevue,outputevents,,,,,,,,
6007,40087,40087,,Stool Out Colostomy,,,,carevue,outputevents,,,,,,,,
10579,40053,40053,,Stool Out Fecal Bag,,,,carevue,outputevents,,,,,,,,
10583,40063,40063,,Stool Out Ileostomy,,,,carevue,outputevents,,,,,,,,
10963,40289,40289,,Stool Out Ostomy,,,,carevue,outputevents,,,,,,,,
5997,40068,40068,,Stool Out Other,,,,carevue,outputevents,,,,,,,,
5574,40367,40367,,Stool Out Rectal Tube,,,,carevue,outputevents,,,,,,,,
5989,40054,40054,,Stool Out Stool,,,,carevue,outputevents,,,,,,,,
9455,46307,46307,,stool/fistula,,,,carevue,outputevents,,,,,,,,
2802,3633,3633,,Stools,,,,carevue,chartevents,,,,,,,,
11469,44751,44751,,str. cath,,,,carevue,inputevents_cv,,,,,,,,
14421,226567,226567,,Straight Cath,Output,mL,Straight Cath,metavision,outputevents,Numeric,,,,,,,
2488,6081,6081,,straight cath,,,,carevue,chartevents,,,,,,,,
3503,2362,2362,,STRENAL WOUND,,,,carevue,chartevents,,,,,,,,
15535,228409,228409,,Strength L Arm,Neurological,,Strength L Arm,metavision,,Text,,,,,,,
15536,228410,228410,,Strength L Leg,Neurological,,Strength L Leg,metavision,,Text,,,,,,,
15538,228412,228412,,Strength R Arm,Neurological,,Strength R Arm,metavision,,Text,,,,,,,
15537,228411,228411,,Strength R Leg,Neurological,,Strength R Leg,metavision,,Text,,,,,,,
12510,80171,80171,,STREPTOCOCCUS ANGINOSUS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12574,80235,80235,,STREPTOCOCCUS ANGINOSUS (MILLERI) GROUP,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12389,80050,80050,,STREPTOCOCCUS BOVIS ,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12459,80120,80120,,STREPTOCOCCUS CONSTELLATUS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12506,80167,80167,,STREPTOCOCCUS MILLERI,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12618,80279,80279,,STREPTOCOCCUS MILLERI GROUP,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12388,80049,80049,,STREPTOCOCCUS MITIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12610,80271,80271,,STREPTOCOCCUS ORALIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12415,80076,80076,,STREPTOCOCCUS PNEUMONIAE,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12457,80118,80118,,STREPTOCOCCUS SALIVARIUS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12390,80051,80051,,STREPTOCOCCUS SANGUIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12546,80207,80207,,STREPTOCOCCUS SPECIES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12611,80272,80272,,STREPTOCOCCUS VESTIBULARIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12435,80096,80096,,STREPTOMYCES SPECIES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
2803,3634,3634,,Stress,,,,carevue,chartevents,,,,,,,,
12927,221028,221028,,Stresson,Fluids - Other (Not In Use),mL,Stresson,metavision,inputevents_mv,Solution,,,,,,,
614,662,662,,Stroke Volume,,,,carevue,chartevents,,,,,,,,
15503,228374,228374,,Stroke Volume (SV NICOM),NICOM,mL/beat,Stroke Volume (SV NICOM),metavision,chartevents,Numeric,,,,,,,
15504,228375,228375,,Stroke Volume Index (SVI NICOM),NICOM,%,Stroke Volume Index (SVI NICOM),metavision,chartevents,Numeric,,,,,,,
15505,228376,228376,,Stroke Volume Variation (SVV NICOM),NICOM,None,Stroke Volume Variation (SVI NICOM),metavision,chartevents,Numeric,,,,,,,
12500,80161,80161,,STRONGYLOIDES STERCORALIS ,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
6492,41846,41846,,study drug,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11606,42308,42308,,STUDY DRUG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3624,2538,2538,,STUDY DRUG,,,,carevue,chartevents,,,,,,,,
3631,2551,2551,,study drug,,,,carevue,chartevents,,,,,,,,
4436,6930,6930,,STUDY DRUG CC/HR,,,,carevue,chartevents,,,,,,,,
3401,2106,2106,,study drug/24mcg/k/h,,,,carevue,chartevents,,,,,,,,
7505,42295,42295,,STURDY HOSP,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1165,946,946,,STV,,,,carevue,chartevents,,,,,,,,
3785,2780,2780,,stv,,,,carevue,chartevents,,,,,,,,
13874,225586,225586,,Stylette (Intubation),Intubation,,Stylette (Intubation),metavision,chartevents,Checkbox,,,,,,,
15264,228067,228067,,Stylette (Intubation),Intubation,,Stylette (Intubation),metavision,,Text,,,,,,,
6506,41860,41860,,subdural drain,,,,carevue,outputevents,,,,,,,,
6598,41988,41988,,SUBDURAL DRAIN,,,,carevue,outputevents,,,,,,,,
11102,43426,43426,,Subgaleal shunt dng,,,,carevue,inputevents_cv,,,,,,,,
4097,6271,6271,,Subgaliel tap,,,,carevue,chartevents,,,,,,,,
14285,226169,226169,,Subglottal Suctioning,Treatments,,Subglottal Suctioning,metavision,chartevents,Checkbox,,,,,,,
14614,227215,227215,,Succynlocholine (Intubation),Intubation,mg,Succynlocholine (Intubation),metavision,chartevents,Numeric,,,,,,,
2804,3637,3637,,Suck,,,,carevue,chartevents,,,,,,,,
2805,3638,3638,,Suck Reflex,,,,carevue,chartevents,,,,,,,,
2806,3639,3639,,Sucking,,,,carevue,chartevents,,,,,,,,
11537,43656,43656,,Sucrose,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2220,4189,4189,,Sucrose,,,,carevue,chartevents,,,,,,,,
2470,6061,6061,,Sucrose H20,,,,carevue,chartevents,,,,,,,,
1717,4953,4953,,sucrose pacifier,,,,carevue,chartevents,,,,,,,,
4518,7096,7096,,suicide precautions,,,,carevue,chartevents,,,,,,,,
14568,226617,226617,,Sump #1,Drains,mL,Sump #1,metavision,outputevents,Numeric,,,,,,,
14569,226618,226618,,Sump #2,Drains,mL,Sump #2,metavision,outputevents,Numeric,,,,,,,
11503,44841,44841,,sump drain,,,,carevue,outputevents,,,,,,,,
